지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),지면상태(지면상태코드),지면온도(°C)
108,서울,2024-02-16 19:00,4,,2.4,270,61,1011.6,0,,,0,0,,1.8
108,서울,2024-02-16 20:00,3,,2.6,270,67,1011.7,,,,0,0,,.6
108,서울,2024-02-16 21:00,2.6,,2.6,270,70,1011.8,,,,0,0,,.3
108,서울,2024-02-16 22:00,1.8,,1.4,290,71,1012,,,,0,0,,.3
108,서울,2024-02-16 23:00,1.2,,.5,360,76,1011.8,,,,0,0,,.3
108,서울,2024-02-17 00:00,.8,,1.2,20,77,1011.4,,,,0,0,,.1
108,서울,2024-02-17 01:00,.4,,2.5,50,81,1011.2,,,,0,0,,-.2
108,서울,2024-02-17 02:00,.1,,1.6,50,82,1011.1,,,,0,0,,-.4
108,서울,2024-02-17 03:00,0,,1.6,20,85,1010.9,,,,0,0,,-.7
108,서울,2024-02-17 04:00,-.2,,1.2,50,85,1010.8,,,,0,0,,-.9
108,서울,2024-02-17 05:00,-.6,,1.6,20,87,1011,,,,0,0,,-1
108,서울,2024-02-17 06:00,-.9,,1.8,50,88,1011.3,,,,0,0,,-1.1
108,서울,2024-02-17 07:00,-1.1,,1.5,50,89,1011.5,,,,0,0,,-1.2
108,서울,2024-02-17 08:00,-1.1,,2.1,50,90,1011.8,0,,,0,0,,-.9
108,서울,2024-02-17 09:00,.5,,1.4,50,89,1012.2,1,,,0,0,,-.2
108,서울,2024-02-17 10:00,3.2,,1.6,110,79,1012.2,.8,,,8,8,,0
108,서울,2024-02-17 11:00,4.7,,1.5,180,73,1012.3,.3,,,7,7,,4.5
108,서울,2024-02-17 12:00,6.2,,2.2,200,65,1011.3,.8,,,0,0,,13.4
108,서울,2024-02-17 13:00,8.4,,2.4,180,59,1010.6,1,,,0,0,,17.6
108,서울,2024-02-17 14:00,9.5,,2.3,160,54,1010.1,1,,,0,0,,18.6
108,서울,2024-02-17 15:00,11.1,,1.6,160,51,1009.9,1,,,0,0,,18.4
108,서울,2024-02-17 16:00,11.2,,1.4,200,50,1009.7,1,,,0,0,,15.8
108,서울,2024-02-17 17:00,11,,1.4,180,51,1009.6,1,,,0,0,,10.1
108,서울,2024-02-17 18:00,8.8,,2.6,270,58,1009.9,.8,,,0,0,,6.4
108,서울,2024-02-17 19:00,7.3,,2,250,65,1010.4,0,,,0,0,,4
108,서울,2024-02-17 20:00,6.3,,1.7,290,70,1010.6,,,,0,0,,2.6
108,서울,2024-02-17 21:00,5.6,,.1,0,72,1010.6,,,,0,0,,1.6
108,서울,2024-02-17 22:00,4.9,,1.8,20,77,1010.8,,,,0,0,,.9
108,서울,2024-02-17 23:00,4.3,,1.6,70,76,1010.8,,,,0,0,,.5
108,서울,2024-02-18 00:00,4,,2,50,80,1010.6,,,,0,0,,.1
108,서울,2024-02-18 01:00,3.6,,2.2,70,81,1010.2,,,,0,0,,.3
108,서울,2024-02-18 02:00,3.1,,2.2,20,83,1010.2,,,,0,0,,.3
108,서울,2024-02-18 03:00,2.7,,1.8,50,84,1010,,,,0,0,,.3
108,서울,2024-02-18 04:00,2.3,,1.6,50,86,1009.9,,,,0,0,,.3
108,서울,2024-02-18 05:00,1.9,,2,50,87,1009.4,,,,0,0,,.2
108,서울,2024-02-18 06:00,1.6,,1.7,50,87,1009.4,,,,0,0,,.1
108,서울,2024-02-18 07:00,1.3,,2,20,88,1009.7,,,,3,0,,0
108,서울,2024-02-18 08:00,1.4,,2.2,50,89,1010.2,.1,,,8,0,,-.1
108,서울,2024-02-18 09:00,4.1,,2.9,70,77,1010.3,.9,,,8,6,,.2
108,서울,2024-02-18 10:00,5.6,,2.8,70,70,1009.9,.1,,,9,9,,3.1
108,서울,2024-02-18 11:00,7.2,,3,50,63,1009.5,0,,,9,5,,6.3
108,서울,2024-02-18 12:00,7.6,,2.7,70,61,1009.1,0,,,9,9,,5.9
108,서울,2024-02-18 13:00,8.3,,2.8,70,59,1008.3,0,,,10,6,,6.5
108,서울,2024-02-18 14:00,8.7,,3.4,50,56,1007.3,0,,,10,6,,6.2
108,서울,2024-02-18 15:00,9.1,0,3.1,70,55,1006.4,0,,,10,7,,6.3
108,서울,2024-02-18 16:00,8.5,,3.9,50,73,1006.2,0,,,10,8,,6.1
108,서울,2024-02-18 17:00,8.1,,3.4,50,82,1005.9,0,,,10,8,,5.9
108,서울,2024-02-18 18:00,7.4,5,3.9,50,92,1005.5,0,,,10,8,,5.9
108,서울,2024-02-18 19:00,7.6,,3.8,50,94,1005,0,,,10,8,,6
108,서울,2024-02-18 20:00,7.7,,3.3,70,95,1004.3,,,,10,8,,6.2
108,서울,2024-02-18 21:00,8,2.7,3.1,70,95,1004.1,,,,10,9,,6.2
108,서울,2024-02-18 22:00,8.5,,4.4,70,98,1003,,,,10,9,,6.7
108,서울,2024-02-18 23:00,8.9,,3.9,70,100,1002,,,,10,9,,7.2
108,서울,2024-02-19 00:00,9.4,9.4,3.3,70,100,1001.1,,,,10,9,,7.6
108,서울,2024-02-19 01:00,9.7,,3.4,70,99,1000.4,,,,10,8,,7.9
108,서울,2024-02-19 02:00,9.9,,2.2,70,100,1000.1,,,,10,8,,8
108,서울,2024-02-19 03:00,10.1,5.8,1.7,70,99,999.5,,,,10,8,,8
108,서울,2024-02-19 04:00,10.3,,1.8,50,100,998.7,,,,10,8,,8.1
108,서울,2024-02-19 05:00,10.4,,1.6,50,99,998.3,,,,10,9,,8
108,서울,2024-02-19 06:00,10.5,1.5,.9,20,99,997.9,,,,10,10,,8
108,서울,2024-02-19 07:00,10.7,,.6,140,99,997.8,,,,10,10,,8.2
108,서울,2024-02-19 08:00,10.8,,.9,50,99,997.9,0,,,10,10,,8.3
108,서울,2024-02-19 09:00,11,.2,1.4,20,99,998.2,0,,,10,10,,8.8
108,서울,2024-02-19 10:00,11.4,,.2,0,99,998.1,0,,,10,10,,10.2
108,서울,2024-02-19 11:00,11.9,,1.9,250,99,998.7,0,,,10,10,,10.3
108,서울,2024-02-19 12:00,11.8,.2,2.2,200,99,998.4,0,,,10,10,,10.9
108,서울,2024-02-19 13:00,11.4,,2.9,200,99,998.3,0,,,10,10,,11
108,서울,2024-02-19 14:00,10.8,,4.5,250,99,998.9,0,,,10,10,,10.5
108,서울,2024-02-19 15:00,10.6,.6,1,250,98,998.4,0,,,10,10,,11.2
108,서울,2024-02-19 16:00,9.8,,3.5,250,98,1000.3,0,,,10,10,,9.6
108,서울,2024-02-19 17:00,9.3,,3,250,98,1001.2,0,,,10,10,,9
108,서울,2024-02-19 18:00,8.3,.6,4.4,270,94,1003,0,,,10,7,,7.9
108,서울,2024-02-19 19:00,7.4,,2.2,250,94,1002.9,0,,,10,10,,7
108,서울,2024-02-19 20:00,6.7,,3.1,250,93,1004.7,,,,4,4,,6.5
108,서울,2024-02-19 21:00,5.9,0,2.5,270,90,1006.3,,,,8,8,,5.9
108,서울,2024-02-19 22:00,5.2,,3,270,90,1006.6,,,,9,9,,5.3
108,서울,2024-02-19 23:00,4.8,,2.9,270,90,1006.8,,,,7,7,,5
108,서울,2024-02-20 00:00,4.2,0,2.8,290,88,1008.1,,,,9,9,,4.5
108,서울,2024-02-20 01:00,4.3,,2,200,90,1008.1,,,,10,8,,4.5
108,서울,2024-02-20 02:00,3.8,,2.4,270,92,1009.3,,,,10,6,,4.1
108,서울,2024-02-20 03:00,3.4,.3,1.7,250,92,1009.9,,,,10,6,,3.8
108,서울,2024-02-20 04:00,3.1,,2,270,90,1009.5,,,,10,3,,3.5
108,서울,2024-02-20 05:00,2.9,,3.3,290,87,1010.1,,,,10,6,,3.3
108,서울,2024-02-20 06:00,2.9,0,1.7,270,89,1010.4,,,,10,4,,3.3
108,서울,2024-02-20 07:00,3.1,,.6,110,90,1010.7,,,,10,7,,3.4
108,서울,2024-02-20 08:00,3.5,,2.6,20,91,1011,0,,,10,5,,3.7
108,서울,2024-02-20 09:00,4.2,,1.2,70,90,1011.8,0,,,10,8,,4.9
108,서울,2024-02-20 10:00,4.6,,2.1,270,87,1012.2,0,,,10,5,,6.1
108,서울,2024-02-20 11:00,4.6,,3.6,290,87,1012.5,0,,,10,7,,6.2
108,서울,2024-02-20 12:00,5,,1.1,270,88,1012.6,0,,,10,6,,6.4
108,서울,2024-02-20 13:00,6.2,,3.2,50,87,1012,0,,,10,6,,7.2
108,서울,2024-02-20 14:00,6.7,,4.4,50,79,1011.5,0,,,10,8,,6.8
108,서울,2024-02-20 15:00,6.7,0,4.8,50,78,1011.1,0,,,10,7,,7
108,서울,2024-02-20 16:00,6,,4.6,50,83,1011.4,0,,,10,7,,5.9
108,서울,2024-02-20 17:00,5.3,,4.4,50,88,1011.5,0,,,10,8,,5.3
108,서울,2024-02-20 18:00,4.5,1.8,5.6,50,90,1012.3,0,,,10,7,,4.5
108,서울,2024-02-20 19:00,4.1,,5.6,70,89,1013.1,0,,,10,7,,3.9
108,서울,2024-02-20 20:00,4.1,,5,50,88,1013.1,,,,10,5,,3.7
108,서울,2024-02-20 21:00,3.9,.5,5.9,50,84,1013.2,,,,9,9,,3.4
108,서울,2024-02-20 22:00,3.9,,5.8,50,82,1013.7,,,,10,4,,3.2
108,서울,2024-02-20 23:00,3.8,,6,50,81,1012.8,,,,10,8,,3.1
108,서울,2024-02-21 00:00,3.8,0,5.4,70,79,1012.4,,,,10,8,,2.9
108,서울,2024-02-21 01:00,3.9,,4.6,70,76,1012.5,,,,10,8,,2.9
108,서울,2024-02-21 02:00,3.9,,5.8,70,77,1012,,,,10,8,,2.8
108,서울,2024-02-21 03:00,3.6,0,6.1,70,80,1010.9,,,,10,9,,2.7
108,서울,2024-02-21 04:00,3.3,,5.3,50,87,1009.9,,,,10,8,,2.6
108,서울,2024-02-21 05:00,2.9,,4.5,50,92,1010,,,,10,9,,2.6
108,서울,2024-02-21 06:00,2.8,3.5,4.5,70,93,1009.7,,,,10,9,,2.5
108,서울,2024-02-21 07:00,2.5,,5.8,50,94,1009.9,,,,10,9,,2.3
108,서울,2024-02-21 08:00,2.4,,6,70,94,1009.8,0,,,10,7,,2.3
108,서울,2024-02-21 09:00,2.4,2.9,6.2,50,92,1010.2,0,,,10,8,,2.6
108,서울,2024-02-21 10:00,2.5,,5.6,50,92,1010.5,0,,,10,9,,3.2
108,서울,2024-02-21 11:00,2.6,,5.2,70,93,1010.6,0,,,10,8,,3.8
108,서울,2024-02-21 12:00,2.4,1.9,5.2,50,93,1010.2,0,,,10,9,,3.5
108,서울,2024-02-21 13:00,1.8,,5.1,50,94,1010,0,,,10,7,,1.5
108,서울,2024-02-21 14:00,1.8,,3.6,50,97,1009.4,0,,,10,8,,2.9
108,서울,2024-02-21 15:00,2,2.7,4.8,50,94,1009,0,,,10,7,,3.5
108,서울,2024-02-21 16:00,2,,4.7,50,93,1009,0,,,10,8,,3.6
108,서울,2024-02-21 17:00,1.9,,5.4,50,91,1009.1,0,,,10,9,,2.6
108,서울,2024-02-21 18:00,1.4,.9,5.6,50,92,1009.5,0,,,10,8,,1
108,서울,2024-02-21 19:00,.9,,4.3,70,96,1010.5,0,.4,,10,8,,.1
108,서울,2024-02-21 20:00,.6,,4.7,50,98,1010.9,,1.1,,10,8,,.1
108,서울,2024-02-21 21:00,.4,3.2,4.8,50,98,1011.4,,2.1,2.1,10,9,,.2
108,서울,2024-02-21 22:00,.3,,4.6,70,98,1011.5,,2.9,,10,8,,.3
108,서울,2024-02-21 23:00,.2,,4.7,50,98,1011.8,,3.8,,10,7,,.3
108,서울,2024-02-22 00:00,0,2.7,4.5,50,98,1012,,5.2,3.1,10,7,,.3
108,서울,2024-02-22 01:00,-.1,,4.4,50,99,1012.8,,7,,10,9,,.2
108,서울,2024-02-22 02:00,-.2,,4.5,50,99,1013,,8.5,,10,9,,.2
108,서울,2024-02-22 03:00,-.2,4,4.1,50,99,1013.5,,9.8,4.6,10,8,,.2
108,서울,2024-02-22 04:00,-.3,,3.8,70,99,1013.8,,12,,10,8,,.3
108,서울,2024-02-22 05:00,-.5,,4.5,50,98,1014.2,,13.2,,10,8,,.3
108,서울,2024-02-22 06:00,-.8,4.3,4.8,50,97,1014.2,,13.7,3.9,10,7,,.3
108,서울,2024-02-22 07:00,-1.1,,4.9,50,96,1014.2,,13.8,,10,6,,.3
108,서울,2024-02-22 08:00,-.9,,5.2,70,86,1014.8,0,13.8,,10,5,,.3
108,서울,2024-02-22 09:00,-.4,.5,4.8,70,84,1015.6,0,13.6,.1,9,9,,.3
108,서울,2024-02-22 10:00,0,,3.6,70,80,1017.1,0,13.5,,9,9,,.2
108,서울,2024-02-22 11:00,.3,,5.2,50,75,1017.2,0,13,,9,9,,.2
108,서울,2024-02-22 12:00,.8,0,4.9,50,76,1017.4,0,13,,9,9,,.3
108,서울,2024-02-22 13:00,1.3,,3.7,70,79,1015.8,0,12.4,,9,9,,.3
108,서울,2024-02-22 14:00,1.5,,4.2,70,74,1015.7,0,11.8,,10,8,,.2
108,서울,2024-02-22 15:00,1.4,0,4.3,50,76,1015.8,0,11.1,,10,7,,.1
108,서울,2024-02-22 16:00,1.2,,4.7,50,78,1015.8,0,10.9,,10,8,,.1
108,서울,2024-02-22 17:00,1.1,,3.7,70,78,1015.5,0,10.5,,10,6,,.1
108,서울,2024-02-22 18:00,.7,0,3.7,50,79,1016.2,0,10.4,,10,8,,.1
108,서울,2024-02-22 19:00,.6,,5,50,75,1016.7,0,10.4,,10,8,,.2
108,서울,2024-02-22 20:00,.6,,3.9,50,76,1016.8,,10.4,,10,9,,.3
108,서울,2024-02-22 21:00,.5,0,2.5,50,79,1017.7,,10.3,,10,8,,.4
108,서울,2024-02-22 22:00,.3,,3.3,50,79,1017.9,,10.3,,10,8,,.5
108,서울,2024-02-22 23:00,.1,,3.4,50,84,1017.5,,10,,10,8,,.5
108,서울,2024-02-23 00:00,-.1,0,3.5,50,86,1017.6,,10.2,.5,10,8,,.5
108,서울,2024-02-23 01:00,-.3,,2.9,50,88,1017.8,,10,,10,7,,.6
108,서울,2024-02-23 02:00,-.6,,3.2,50,91,1017.6,,10.1,,10,7,,.6
108,서울,2024-02-23 03:00,-.8,.4,3.4,50,91,1017.3,,10,.3,10,7,,.6
108,서울,2024-02-23 04:00,-.8,,3.7,50,88,1017.1,,10,,9,9,,.6
108,서울,2024-02-23 05:00,-.8,,3.2,50,86,1017.2,,10,,9,9,,.6
108,서울,2024-02-23 06:00,-.8,0,2.7,50,84,1017.9,,9.9,,9,9,,.6
108,서울,2024-02-23 07:00,-.9,,3.2,50,83,1018.8,,9.9,,9,9,,.6
108,서울,2024-02-23 08:00,-.7,,3.8,50,81,1019.4,0,9.9,,9,9,,.6
108,서울,2024-02-23 09:00,0,,3.8,50,76,1019.9,0,9.9,,9,9,,.7
108,서울,2024-02-23 10:00,1.1,,4.3,70,67,1019.7,0,9.9,,9,9,,.5
108,서울,2024-02-23 11:00,2.4,,3.3,70,62,1019.6,.1,9.8,,9,9,,.2
108,서울,2024-02-23 12:00,3.6,,3.9,90,57,1019.1,.9,8.5,,5,0,,.1
108,서울,2024-02-23 13:00,4.6,,4.5,50,55,1018.5,1,6.9,,5,0,,.1
108,서울,2024-02-23 14:00,5.5,,3,50,53,1018.3,1,5,,3,0,,.3
108,서울,2024-02-23 15:00,6,,3,90,53,1018.1,1,3.1,,6,0,,1.2
108,서울,2024-02-23 16:00,5.5,,2.8,70,54,1018.5,1,2.1,,8,3,,4.5
108,서울,2024-02-23 17:00,5.2,,3.4,50,55,1018.3,.6,2,,8,3,,4
108,서울,2024-02-23 18:00,4.5,,2.5,70,57,1018.6,.2,2,,6,4,,2.1
108,서울,2024-02-23 19:00,3.7,,3.9,50,56,1019.1,0,2,,7,7,,.6
108,서울,2024-02-23 20:00,2.9,,5.3,50,59,1019.6,,2,,4,2,,0
108,서울,2024-02-23 21:00,1.8,,4.7,50,63,1021.1,,2,,2,0,,-.1
108,서울,2024-02-23 22:00,1.1,,3.6,70,66,1021.8,,2,,5,5,,-.1
108,서울,2024-02-23 23:00,.6,,4.1,70,66,1021,,2,,6,2,,-.1
108,서울,2024-02-24 00:00,.2,,3.7,50,69,1020.2,,2,,0,0,,-.4
108,서울,2024-02-24 01:00,-.1,,3.2,50,68,1020.3,,2,,6,1,,-.6
108,서울,2024-02-24 02:00,-.2,,3.8,70,69,1020.5,,2,,8,1,,-.8
108,서울,2024-02-24 03:00,-.5,,3.5,50,69,1021,,2,,4,0,,-.9
108,서울,2024-02-24 04:00,-.6,,3.6,70,68,1021.3,,2,,8,0,,-1
108,서울,2024-02-24 05:00,-.9,,3.3,70,69,1020.6,,2,,6,0,,-1.1
108,서울,2024-02-24 06:00,-1,,4,50,70,1020.5,,2,,1,0,,-1.3
108,서울,2024-02-24 07:00,-1.3,,4.1,50,70,1020.2,,2,,5,0,,-1.3
108,서울,2024-02-24 08:00,-1.1,,2.6,70,67,1020.1,.1,2,,8,0,,-.9
108,서울,2024-02-24 09:00,-.1,,3.5,70,63,1020.4,.9,2,,7,0,,-.2
108,서울,2024-02-24 10:00,1.5,,3.2,70,57,1020.4,1,2,,8,5,,.3
108,서울,2024-02-24 11:00,2.1,,3.5,70,54,1019.9,.5,1.8,,9,6,,.7
108,서울,2024-02-24 12:00,3.9,,3.6,70,52,1019.4,.9,1.5,,8,3,,6.7
108,서울,2024-02-24 13:00,4.6,,2.7,90,53,1017.7,.5,1,,9,7,,8.5
108,서울,2024-02-24 14:00,5.4,,4.5,70,50,1016.6,.9,,,4,1,,13.5
108,서울,2024-02-24 15:00,5.6,,2.9,70,50,1015.5,.7,,,9,3,,11.5
108,서울,2024-02-24 16:00,5.4,,2.8,90,51,1015.2,0,,,10,7,,7.1
108,서울,2024-02-24 17:00,5.1,,1.9,90,53,1015.1,0,,,10,7,,5.1
108,서울,2024-02-24 18:00,4.5,0,1.8,70,60,1015.3,0,,,10,7,,3.6
108,서울,2024-02-24 19:00,3.3,,2.4,140,79,1015.9,0,,,10,8,,2.6
108,서울,2024-02-24 20:00,2.4,,2.1,140,89,1015.6,,,,10,8,,2.2
108,서울,2024-02-24 21:00,2.1,1.3,2.2,90,91,1015.5,,,,10,8,,1.8
108,서울,2024-02-24 22:00,2.1,,2.5,50,93,1015,,,,10,8,,1.9
108,서울,2024-02-24 23:00,1.9,,3,50,94,1014.5,,,,10,7,,1.6
108,서울,2024-02-25 00:00,1.6,1,2.5,50,94,1014.2,,,,10,8,,1.3
108,서울,2024-02-25 01:00,1.3,,2.7,50,94,1014,,,,10,8,,1
108,서울,2024-02-25 02:00,1.1,,2.6,70,95,1013.5,,,,10,8,,.6
108,서울,2024-02-25 03:00,1.1,.8,2.5,50,95,1012.9,,,,10,9,,.8
108,서울,2024-02-25 04:00,1.1,,2.2,50,94,1012.4,,,,10,9,,.7
108,서울,2024-02-25 05:00,.9,,2.4,50,95,1012.5,,,,10,8,,.4
108,서울,2024-02-25 06:00,.9,.8,1.3,70,95,1012.1,,,,10,7,,.3
108,서울,2024-02-25 07:00,.8,,2.3,50,95,1012.2,,.2,,10,8,,.4
108,서울,2024-02-25 08:00,.9,,1.1,20,94,1012.9,0,.2,,10,7,,1.1
108,서울,2024-02-25 09:00,1.4,.2,.3,0,93,1012.8,0,.1,.2,10,8,,2.8
108,서울,2024-02-25 10:00,2.4,,1.6,50,89,1012.6,0,,,9,7,,6.4
108,서울,2024-02-25 11:00,3.5,,1.1,20,84,1012.4,0,,,9,9,,9.5
108,서울,2024-02-25 12:00,4.7,0,1.3,90,74,1012.1,.2,,,8,8,,11.5
108,서울,2024-02-25 13:00,5.2,,1.3,270,71,1011.7,0,,,9,9,,12
108,서울,2024-02-25 14:00,4.9,,2.1,290,76,1011.7,0,,,9,9,,8.2
108,서울,2024-02-25 15:00,5,,3.4,290,68,1011.8,0,,,8,8,,7.1
108,서울,2024-02-25 16:00,5.7,,2.3,270,64,1011.7,.2,,,8,8,,8.7
108,서울,2024-02-25 17:00,5.3,,2.6,20,68,1011.8,.1,,,4,4,,6
108,서울,2024-02-25 18:00,4.9,,1.2,270,68,1012.2,.4,,,5,5,,3.8
108,서울,2024-02-25 19:00,4.4,,3,340,66,1012.8,0,,,6,2,,2.4
108,서울,2024-02-25 20:00,3.9,,1.5,290,69,1013.5,,,,0,0,,1
108,서울,2024-02-25 21:00,3,,2,290,73,1014.1,,,,0,0,,.1
108,서울,2024-02-25 22:00,2.5,,2.3,290,75,1014.7,,,,0,0,,-.4
108,서울,2024-02-25 23:00,1.7,,1.4,270,77,1014.8,,,,0,0,,.1
108,서울,2024-02-26 00:00,1.3,,1.7,250,80,1015.1,,,,0,0,,.1
108,서울,2024-02-26 01:00,.8,,1.2,250,81,1015.4,,,,0,0,,0
108,서울,2024-02-26 02:00,.3,,0,0,83,1015.7,,,,0,0,,0
108,서울,2024-02-26 03:00,-.2,,1.3,270,85,1015.5,,,,0,0,,-.1
108,서울,2024-02-26 04:00,-.6,,.8,270,88,1015.3,,,,0,0,,-.4
108,서울,2024-02-26 05:00,-.7,,.4,0,90,1015.6,,,,0,0,,-.6
108,서울,2024-02-26 06:00,-.9,,1.2,20,90,1016.2,,,,0,0,,-.7
108,서울,2024-02-26 07:00,-1.2,,2.1,20,90,1016.8,,,,0,0,,-.9
108,서울,2024-02-26 08:00,-.9,,1.8,50,91,1017.4,.5,,,2,2,,-.6
108,서울,2024-02-26 09:00,1.4,,1,70,86,1017.7,1,,,1,1,,-.2
108,서울,2024-02-26 10:00,3.7,,2.7,50,72,1017.7,1,,,0,0,,2.1
108,서울,2024-02-26 11:00,5.5,,2.8,50,61,1017.8,1,,,0,0,,12.8
108,서울,2024-02-26 12:00,7.1,,2.6,50,53,1017.3,1,,,2,2,,17.7
108,서울,2024-02-26 13:00,8.5,,2.2,70,49,1016.6,.8,,,6,6,,15.8
108,서울,2024-02-26 14:00,8.4,,.7,50,45,1016.2,.4,,,7,7,,17.6
108,서울,2024-02-26 15:00,8.5,,1.3,20,44,1016.2,.4,,,7,7,,11.7
108,서울,2024-02-26 16:00,8.9,,3,20,43,1015.9,.4,,,8,6,,11.3
108,서울,2024-02-26 17:00,8.4,,2,50,43,1016,.2,,,6,6,,8.2
108,서울,2024-02-26 18:00,7.2,,3.3,340,48,1016.4,.1,,,4,4,,5.1
108,서울,2024-02-26 19:00,6.3,,3.4,290,49,1016.9,0,,,4,4,,3.2
108,서울,2024-02-26 20:00,5.4,,2.5,20,54,1017.1,,,,6,6,,2.1
108,서울,2024-02-26 21:00,4.7,,2.3,20,55,1017.5,,,,2,0,,1.1
108,서울,2024-02-26 22:00,3.8,,2.1,50,57,1018.2,,,,5,5,,.2
108,서울,2024-02-26 23:00,3.2,,2.2,50,60,1018.1,,,,4,4,,.2
108,서울,2024-02-27 00:00,2.8,,2.6,50,61,1018.5,,,,1,0,,.2
108,서울,2024-02-27 01:00,2.2,,2.6,50,65,1019.4,,,,6,4,,.1
108,서울,2024-02-27 02:00,1.8,,3.3,50,67,1019.5,,,,6,6,,.1
108,서울,2024-02-27 03:00,2.1,,4.8,50,64,1019.3,,,,6,0,,.1
108,서울,2024-02-27 04:00,1.9,,4.2,70,63,1019.2,,,,9,0,,0
108,서울,2024-02-27 05:00,1.6,,5.2,70,63,1019.4,,,,9,0,,-.1
108,서울,2024-02-27 06:00,1.3,,4.4,70,64,1019.7,,,,9,0,,-.3
108,서울,2024-02-27 07:00,1.2,,4.3,50,63,1019.7,,,,8,0,,-.4
108,서울,2024-02-27 08:00,1.5,,4.5,50,63,1019.6,0,,,3,0,,-.3
108,서울,2024-02-27 09:00,2.3,,3.6,70,59,1020.3,0,,,8,0,,-.1
108,서울,2024-02-27 10:00,3.6,,4.2,50,54,1020.4,.5,,,9,0,,.1
108,서울,2024-02-27 11:00,5,,3.8,70,49,1020.3,.7,,,8,0,,7.3
108,서울,2024-02-27 12:00,6.2,,3.5,50,46,1020,.7,,,9,0,,9.6
108,서울,2024-02-27 13:00,7.7,,3,70,44,1018.9,.6,,,8,0,,13.4
108,서울,2024-02-27 14:00,8.2,,2.8,70,41,1018.4,.6,,,9,0,,12.2
108,서울,2024-02-27 15:00,9.6,,2.8,140,38,1017.8,.9,,,7,0,,15.7
108,서울,2024-02-27 16:00,9.5,,2.6,140,38,1017.6,1,,,4,1,,13.1
108,서울,2024-02-27 17:00,8.9,,1.5,140,41,1017.4,.4,,,6,4,,9.2
108,서울,2024-02-27 18:00,8.1,,.5,200,45,1017.6,.1,,,8,4,,6.4
108,서울,2024-02-27 19:00,7.5,,1.5,140,47,1017.7,0,,,8,8,,4.8
108,서울,2024-02-27 20:00,7.3,,1.8,140,48,1018,,,,8,8,,4.2
108,서울,2024-02-27 21:00,7,,2.1,140,49,1017.9,,,,8,8,,3.7
108,서울,2024-02-27 22:00,6.7,,2.6,110,48,1018.3,,,,7,7,,3.2
108,서울,2024-02-27 23:00,6.3,,2.5,110,51,1018.7,,,,8,8,,2.9
108,서울,2024-02-28 00:00,5.8,,.9,70,51,1018.5,,,,5,5,,2.3
108,서울,2024-02-28 01:00,5.1,,2.4,70,54,1018.2,,,,7,7,,1.6
108,서울,2024-02-28 02:00,4.7,,2.8,50,58,1018.2,,,,7,7,,2
108,서울,2024-02-28 03:00,4.5,,2.6,50,58,1017.6,,,,6,6,,1.8
108,서울,2024-02-28 04:00,3.8,,2.7,50,61,1017.3,,,,7,7,,1.2
108,서울,2024-02-28 05:00,3.7,,2.5,50,62,1017.6,,,,9,9,,1.4
108,서울,2024-02-28 06:00,3.7,,2.9,50,62,1017.6,,,,7,7,,1.6
108,서울,2024-02-28 07:00,3.3,,2.6,50,63,1017.8,,,,7,7,,.9
108,서울,2024-02-28 08:00,3.4,,2.9,50,65,1018,0,,,7,7,,1.5
108,서울,2024-02-28 09:00,4.4,,2.8,50,62,1018.7,.1,,,7,7,,4
108,서울,2024-02-28 10:00,5.8,,1.9,70,57,1018.7,.2,,,8,5,,7.7
108,서울,2024-02-28 11:00,7.1,,2,110,53,1018.7,.1,,,10,0,,10.6
108,서울,2024-02-28 12:00,8.1,,1.7,200,52,1018.2,.4,,,10,2,,13.9
108,서울,2024-02-28 13:00,9,,1.4,200,49,1017.7,.6,,,10,0,,14.7
108,서울,2024-02-28 14:00,9.7,,1.5,20,50,1016.9,.3,,,10,2,,14.4
108,서울,2024-02-28 15:00,9.9,,.8,230,49,1016.2,0,,,10,2,,13.1
108,서울,2024-02-28 16:00,9.8,,2.3,290,50,1016.2,0,,,10,2,,11.1
108,서울,2024-02-28 17:00,9.4,,1.5,320,51,1016.1,0,,,10,1,,9.1
108,서울,2024-02-28 18:00,8.7,,1.8,270,54,1015.9,0,,,10,10,,7.1
108,서울,2024-02-28 19:00,8.1,,1.7,290,59,1015.9,0,,,10,10,,5.9
108,서울,2024-02-28 20:00,7.4,,2.2,250,66,1015.9,,,,9,9,,5
108,서울,2024-02-28 21:00,6.9,,2,270,68,1015.9,,,,9,9,,4.5
108,서울,2024-02-28 22:00,6.3,,1.7,270,70,1016.4,,,,6,6,,3.7
108,서울,2024-02-28 23:00,5.7,,.7,110,70,1016.4,,,,5,5,,2.8
108,서울,2024-02-29 00:00,5.2,,1.1,270,71,1015.9,,,,9,6,,2.3
108,서울,2024-02-29 01:00,5.2,,1.7,320,72,1016,,,,8,8,,2.4
108,서울,2024-02-29 02:00,4.5,,1,290,76,1015.6,,,,6,3,,1.5
108,서울,2024-02-29 03:00,3.9,,.9,20,77,1015.2,,,,3,0,,.9
108,서울,2024-02-29 04:00,3.5,,1.2,50,78,1015,,,,8,6,,.8
108,서울,2024-02-29 05:00,3.7,,1.1,290,79,1014.8,,,,8,6,,.7
